"PHL NO.";"OLD ACC. NO.";"GB NO.";"COLLECTING No.";"CULTIVAR/VARIETY NAME/PEDIGREE";"DIALECT";"SOURCE/ GROWER";"SCIENTIFIC NAME";"COUNT COLL.";"PROV/STATE";"TOWN";"BARANGAY";"SITIO";"";"ACQ. DATE";"REMARKS";"LATITUDE";"LONGITUDE";"LAT";"LONG";"ALTITUDE";"COLLECTING  SOURCE";"GENETIC  STATUS";"SAMPLE  TYPE";"SAMPLING METHOD";"MATERIAL COLLECTED";"TOPOGRAPHY";"SITE";"SOIL TEXTURE";"DRAINAGE";"SOIL COLOR";"STONINESS";"NOTE"
"9765";"66";"38";"";"(COLLEGE COMP. 83) # X PHIL DMR1) #2";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"197";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9766";"68";"39";"";"(PHIL DMR 1 x UPCA VAR 2) #2";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow/Light Purple";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9767";"69";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9768";"70";"40";"";"(PHIL DMR 5 x UPCA VAR 1) #2";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9769";"72";"41";"";"(MACONDRY 74) #3 x PHIL DMR 1) #2";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9770";"73";"42";"";"(EG 121 x PHIL DMR 5) #2";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9771";"74";"43";"";"(COLLEGE COMP 83) # x PHIL DMR 5) #2";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9772";"75";"44";"";"(MCRB-5 x PHIL DMR 5) #2";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9773";"76";"45";"";"(AROMAN WF x UPCA VAR 4) #5 x PHIL DMR 1) #2";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9774";"78";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9775";"79";"46";"";"(EARLY WHITE SYN II x INTER WHITE SYN II) #3";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow/White";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9776";"81";"47";"";"(COLLEGE COMP 55) # x PHIL DMR 5) #2";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9777";"82";"48";"";"(COLEGE COMP 25) # x PHIL DMR 51 #2";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9778";"85";"49";"";"(COSTA RICA 23A x ETO BLANCO) #4 x PHIL DMR 5";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow/White";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9779";"87";"50";"";"(PUERTO RICO GPO 1 x PHIL DMR 2) #";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow/White";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9780";"88";"51";"";"[PH 9 DMR x (CUBA GPO 1 x P.RICO GPO 6) x PHIL DMR 2]X";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow/White/Purple";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9781";"89";"52";"";"[PH 9 DMR x (CUBA II 5) x METRO) # PHIL DMR 2] #";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9782";"90";"53";"";"[MIC. 166 x ETO BLANCO x MIT x PHIL DMR 2) #";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow/White";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9783";"96";"54";"";"[MIMIES WF x AZTECA COMP DOMINICAN REPUBLIC x COMP. RICO # 2 X PHIL DMR 2]#";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow/Purple";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9784";"97";"55";"";"[(MIMIES WF x UPCA VAR 3) #2 x PHIL DMR 2] #";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"White";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9785";"98";"56";"";"[(MIMIES WF x HIGH SYN CARIB YF 49) #2 x PHIL DMR 2] #";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9787";"100";"57";"";"[(MIT x CUBA II J x METRO) X PHIL DMR 2] #";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Ywllow/White/Purple";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9788";"101";"58";"";"[(MIT X CUBA GPO 1 X RICO GPO 6) # X PHIL DMR 2] #";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"White";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9789";"104";"59";"";"[(MIT x PD(MS) 6) # x PHIL DMR 2] #";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow/White";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9790";"106";"60";"";"[(GUAT 330 x ANT GPO 2) #2 x MIT) R#2 x PHIL DMR 2]#";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow/White";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9791";"107";"61";"";"[(TAURPS 8 X ANT GPO.2) #2 X MIT # R #2 X PHIL DMR 2] #";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9792";"109";"62";"";"[(MICH. 166 x ETO BLANCO) #2 x MIT #R #2 x PHIL DMR 2]#";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow/White";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9793";"111";"63";"";"[(LATE WHITE BP SYN 1(7) x MIT #R #2 x PHIL DMR 20]#";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"White";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9794";"112";"64";"";"[(METRO x MIT) #R #2) x PHIL DMR 2] #";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"White";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9795";"113";"65";"";"[(UPCA VAR 4 x MIT) #R #2 x PHIL DMR 2] #";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"White";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9796";"115";"66";"";"[(TUXPANTIGUA x MIT) #R #2 x PHIL DMR 2] #";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"White";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9797";"116";"67";"";"(MACONDRAY 74) #2 x PHIL DMR 2) #";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow/White";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9798";"120";"68";"";"[(TUXPANTIGUA x TEQUISATE) #4 x P.RICO GPO 1)]";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow/White";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9799";"121";"69";"";"[MICH. 166 x ETO BLANCO) X MIT x P.RICO GPO 1)]#";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9800";"122";"70";"";"[(CW x TUXPEÑO COMP DMR SYN 2 x P.RICO GPO 1)]";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9801";"123";"71";"";"[(TUXP x CUBA ANTEBARZAN) #2 x P. RICO GPO 1)]#";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow/Purple";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9802";"124";"72";"";"[PHIL 9 DMR x CUBA II J x METRO) # x (CW x TUXP) X P. RICO GPO 7)]#";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9803";"125";"73";"";"(MACONDRAY 74) #3 x P.RICO GPO 1) #";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow/Purple";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9804";"126";"74";"";"[(FCA x P.RICO GPO 3) #4 x P.RICO GPO 17)]#";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9805";"128";"75";"";"(CW x TUXP (MS) x TUXPENO BR2 BR2 #3 x P.RICO GPO 1)";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"White";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9806";"129";"76";"";"(CW x TUXP ER 10% x P.RICO GPO 1) #";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9807";"131";"77";"";"(COLLEGE COMP 55) # x P.RICO GPO 1) #";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9808";"132";"78";"";"(UPCA VAR 2 x P.RICO GPO 1) #";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9809";"133";"79";"";"[(FCA METRO ) #3 x P.RICO GPO 1)] #";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9810";"134";"80";"";"(COLLEGE COMP 53 x P.RICO GPO 1) #";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9811";"135";"81";"";"(EG 121 x P.RICO GPO 1) #";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9812";"136";"82";"";"[(AROMAN WF x UPCA VAR 4 ) #5 x P.RICO GPO 1)]#";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9813";"137";"83";"";"[(CARIB YF SYN 29(7) # x P.RICO GPO 1)] #";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9814";"145";"84";"";"[(A206 DMR x CUBA 60) x TUXPEÑO BR2 BR2] #3";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9815";"148";"85";"";"[CW x TUXPEÑO (MS) TUXPENO BR2 BR2] #4";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"White";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9816";"149";"86";"";"[(MIT x CUPURICO DMR SYN) x TUXPENO BR2 BR2] #4";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"White/Purple";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9817";"174";"87";"";"MOUNTAIN PROVINCE GLUTINOUS";"";"UPLB";"Z. mays L. ";"Philippines";"Mountain Province";"";"";"";"";"1974";"White";"17° 4′ 48″";"121° 10′ 12″";"17.080000";"121.170000";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9818";"175";"88";"";"(GCB x HYS) #3";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9819";"176";"89";"";"PHIL HYBRID 801";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9820";"178";"90";"";"UPCA SWEET SYN II";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9821";"180";"91";"";"[(MCDG x MCD10) (PYS4 x GCB)] #";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9822";"181";"92";"";"[(PYS4 x PYS7) x #W13] #";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9823";"182";"93";"";"DMR COMP 1";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9824";"184";"94";"";"[(HWI5 x MCD 10) (PYS4 x PYS7)]#";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9825";"188";"95";"";"OPAQUE SYN B-12";"";"";"Z. mays L. ";"Unknown";"";"";"";"";"1974";"1974";"Yellow";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9826";"190";"96";"";"OPAQUE SYN B-14";"";"";"Z. mays L. ";"Unknown";"";"";"";"";"1974";"1974";"Yellow";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9827";"191";"97";"";"OPAQUE SYN B-11";"";"";"Z. mays L. ";"Unknown";"";"";"";"";"1974";"1974";"Yellow";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9829";"203";"99";"";"LVR 72K RATTAN";"";"CIMMYT";"Z. mays L. ";"Mexico";"";"";"";"";"1974";"1974";"Yellow";"23° 0' 0"" N";"102° 0' 0"" W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9830";"208";"100";"";"PUERTO RICO GPO 2";"";"CIMMYT";"Z. mays L. ";"Puerto Rico";"";"";"";"";"1974";"1974";"Yellow";"18° 15' 0"" N";"66° 30' 0"" W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9831";"211";"101";"";"HAITI GPO 3";"";"CIMMYT";"Z. mays L. ";"Haiti";"";"";"";"";"1974";"1974";"Yellow/Purple";"19° 0' 0"" N";"72° 25' 0"" W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9832";"214";"102";"";"MARTINIQUE 11";"";"CIMMYT";"Z. mays L. ";"Morocco";"";"";"";"";"1974";"1974";"Yellow";"32° 0' 0"" N";"5° 0' 0"" W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9833";"226";"103";"";"FRANCES LARGE";"";"CIMMYT";"Z. mays L. ";"France";"";"";"";"";"1974";"1974";"Yellow/White";"46° 0' 0"" N";"2° 0' 0"" E";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9834";"231";"104";"";"ANTIGUA GPO 2 SEL AMAR";"";"CIMMYT";"Z. mays L. ";"Antigua and Barbuda";"";"";"";"";"1974";"1974";"Yellow";"17° 5' 15.49'' N";"61° 46' 20.44'' W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9835";"233";"105";"";"SEL AMAR V520CYA-G ETC.";"";"CIMMYT";"Z. mays L. ";"Mexico";"";"";"";"";"1974";"1974";"Yellow/White/     Purple";"23° 0' 0"" N";"102° 0' 0"" W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9836";"239";"106";"";"PD(MS)6 x TUXPENO SEL AMAR #";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow/Purple";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9838";"250";"108";"";"COMPOSITE #3";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9839";"262";"109";"";"ETO AMAR x CUBA GPO 1";"";"UPLB";"Z.MAYS L. ";"Philippines";"Laguna";"Los Baños";"";"";"1974";"1974";"Yellow/Purple";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9840";"264";"110";"";"BOGOR SYNTHETIC 2";"";"CIMMYT";"Z. mays L. ";"Indonesia";"";"";"";"";"1974";"1974";"Yellow/Purple";"5° 0' 0"" S";"120° 0' 0"" E";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9841";"265";"111";"";"MEZELA AMAR PLANTA BAJA";"";"CIMMYT";"Z. mays L. ";"Mexico";"";"";"";"";"1974";"1974";"Purple";"23° 0' 0"" N";"102° 0' 0"" W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9842";"266";"112";"";"A206 DMR x CUBA GPO 1";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"7403";"March 1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9843";"267";"113";"";"COSTA RICA GPO 6A";"";"CIMMYT";"Z. mays L. ";"Costa Rica";"";"";"";"";"7403";"March 1974";"Yellow";"10° 0' 0"" N";"84° 0' 0"" W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9844";"269";"114";"";"MARIANAS";"";"CIMMYT";"Z. mays L. ";"";"";"";"";"";"7403";"March 1974";"White";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9845";"270";"115";"";"MIMIES WHITE FLINT";"";"CIMMYT";"Z. mays L. ";"";"";"";"";"";"7403";"March 1974";"Yellow";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9846";"271";"116";"";"AMERICA EARLY";"";"CIMMYT";"Z. mays L. ";"";"";"";"";"";"7403";"March 1974";"White";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9847";"272";"117";"";"HAYS GOLDEN IRRADIATED-14 EARLY SYN 3";"";"CIMMYT";"Z. mays L. ";"Mexico";"";"";"";"";"7403";"March 1974";"Yellow";"23° 0' 0"" N";"102° 0' 0"" W";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9848";"273";"118";"";"CORN BELT x PERLA SYN 111";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"7403";"March 1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9849";"275";"119";"";"CORN BELT x CARRIBEAN SYN 4";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"7403";"March 1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9850";"277";"120";"";"EARLY CORN BELT x TROPICAL SYN 6";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"7403";"March 1974";"Yellow/Purple";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9851";"278";"121";"";"CORN BELT x MEXICAN SYN 5";"";"UPLB";"Z. mays L. ";"Philippines";"Laguna";"Los Baños";"";"";"7403";"March 1974";"Yellow";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Unclassified"
"9852";"279";"122";"";"CEBU WHITE FLINT";"";"";"Z. mays L. ";"Philippines";"Cebu";"";"";"";"7403";"March 1974";"White";"10° 16′ 48″";"123° 54′ 0″";"10.280000";"123.900000";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"9853";"280";"123";"";"TINIGUIB (MINDANAO)";"";"";"Z. mays L. ";"Philippines";"";"";"";"";"7403";"March 1974";"White";"14° 10′ 0″";"121° 13′ 0″";"14.166700";"121.216700";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"9854";"281";"124";"";"MANOLO FORTICH 2";"";"";"Z. mays L. ";"Philippines";"Bukidnon";"";"";"";"7403";"March 1974";"Light Purple";"7° 55′ 12″ ";"125° 4′ 48″";"7.920000";"125.080000";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"9855";"282";"125";"";"DAVAO 1";"";"";"Z. mays L. ";"Philippines";"Davao del Norte";"";"";"";"7403";"March 1975";"Light Purple";"7° 21′ 0″";" 125° 42′ 0″";"7.350000";"125.700000";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
