"PHL NO.";"OLD ACC. NO.";"GB NO.";"COLLECTING No.";"CULTIVAR/                VARIETY NAME/     PEDIGREE";"DIALECT";"SOURCE/ GROWER";"SCIENTIFIC NAME";"COUNT          COLL.";"PROV";"TOWN";"BARANGAY";"SITIO";"ACQ. DATE";"REMARKS";"LATITUDE";"LONGITUDE";"ALTITUDE";"COLL SOURCE";"GEN STAT";"SAM TYPE";"SAM MET";"MAT";"TOPO";"SITE";"SOIL TEX";"DRAIN";"SOIL COL";"STON"
"11120";"2263";"1390";"";"G. KERTAS 4-18B-8-1 x G. KURTAS 8-1";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11121";"2264";"1391";"";"G. KURTAS 8-1 x KLENENGEN 3";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11122";"2265";"1392";"";"G. KURTAS 8-1 x G. KURTAS 2-1";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11123";"2267";"1393";"";"G. KURTAS-1 x TC 9-1";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11124";"2268";"1394";"";"G. KURTAS 4-18B-2-1 x TC 1-2";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11125";"2269";"1395";"";"BGR. DMR-3(4-33)-7 x BGR. DMR-7-4-36";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11126";"2270";"1396";"";"TC 9-1 x G. KERTAS 4-18B-2-1";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11127";"2273";"1397";"";"PENJALINAN 4-11B-6-2 x PENJALINAN-1";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11128";"2274";"1398";"";"BGR. DMR-3-4-33-7 x G. KERTAS 8-1";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11129";"2275";"1399";"";"BGR. DMR-3-4-33-7 x HARAPAN BARU 5";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11130";"2276";"1400";"";"BGR. DMR-3-7 x TC 6-2";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11131";"2277";"1401";"";"BGR. DMR-3-7 x TC-1-2";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11132";"2279";"1402";"";"BGR. DMR-3-7 x LOCAL 2-2-6-1";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11133";"2280";"1403";"";"LOCAL 2-2-6-1 x INT. BGR. DMR-2";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11134";"2281";"1404";"";"TC 6-2";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11135";"2282";"1405";"";"TC 6-2 x LOCAL 2-2-6-1";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11136";"2283";"1406";"";"TC 6-2 x TC 1-2";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11137";"2284";"1407";"";"TC 6-2 x TC 2-1";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11138";"2287";"1408";"";"TC 1-2 x BGR. DMR-7";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11139";"2288";"1409";"";"BGR. DMR-7-4-36-1";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11140";"2290";"1410";"";"M. KUNING 8 x BGR. DMR-7";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11141";"2291";"1411";"";"LOCAL 2-3-1 x TC 1-2";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11142";"2292";"1412";"";"LOCAL 2-3-1 x TC 2-1";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11143";"2293";"1413";"";"TC 2-1 x BGR. DMR-7-4-36-1";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11144";"2294";"1414";"";"TC 2-1 x M. KUNING-8";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11145";"2295";"1415";"";"TC 2-1 x LOCAL 2-3-1";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11146";"2298";"1416";"";"LOCAL 2-2-2 x TC 2-1";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11147";"2300";"1417";"";"LOCAL 2-2-1";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW/LT PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11148";"2301";"1418";"";"LOCAL 2-2-1 x LOCAL 2-2-2";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11149";"2302";"1419";"";"SUTRA (1-56)";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11150";"2303";"1420";"";"LAGKITAN R.S.W.P.-8";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11151";"2304";"1421";"";"LAGKITAN WAXY PURPLE 5";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11152";"2305";"1422";"";"BAKU-BAKU";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11153";"2306";"1423";"";"DALIMA 1-35";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11154";"2307";"1424";"";"REHA-REHA 1-42";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11155";"2308";"1425";"";"PUTIH 1-47";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11156";"2309";"1426";"";"LALO 1-54";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11157";"2310";"1427";"";"PUTIH LOCAL";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11158";"2311";"1428";"";"PUTIH";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11159";"2312";"1429";"";"MIX";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11160";"2313";"1430";"";"MIMIES";"";"";"Z. mays L. ";"PHL";"LEY";"VILLABA";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11161";"2314";"1431";"";"TINIGUIB 6";"";"";"Z. mays L. ";"PHL";"CEB";"SAN CARLOS";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11162";"2315";"1432";"";"TINIGUIB 5";"";"";"Z. mays L. ";"PHL";"CEB";"SAN CARLOS";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11163";"2316";"1433";"";"TIBULI-20";"";"";"Z. mays L. ";"PHL";"CEB";"SAN CARLOS";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11164";"2317";"1434";"";"IMPA-IMPA";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11165";"2318";"1435";"";"ADIN";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11166";"2319";"1436";"";"PARELO BUTON";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11167";"2320";"1437";"";"KACJA";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11168";"2321";"1438";"";"MENADO PUTIH";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11169";"2322";"1439";"";"LOCAL PUTIH";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11170";"2323";"1440";"";"LOCAL PUTIH 2-23";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11171";"2324";"1441";"";"LOCAL M. PUTIH 2-26";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11172";"2325";"1442";"";"LOCAL M. PUTIH 2-26";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11173";"2326";"1443";"";"MIXED LOCAL 2-29";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11174";"2327";"1444";"";"TAINAN DMR COMP 4";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11175";"2329";"1445";"";"SUTRA 1-56 x BAKU-BAKU";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11176";"2330";"1446";"";"BAKU-BAKU";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11177";"2331";"1447";"";"BAKU x BAKU-BAKU 1-57";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11178";"2332";"1448";"";"BAKU x BAKU 1-57";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11179";"2333";"1449";"";"BAKU x BAKU-BAKU";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11180";"2334";"1450";"";"BAKU-BAKU x PUTIH LOCAL";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11181";"2335";"1451";"";"DALIMA 1-35 x MIX";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11182";"2336";"1452";"";"DALIMA 1-35 x DALIMA";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11183";"2337";"1453";"";"DALIMA 1-35 x BAKU-BAKU 1-57";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11184";"2338";"1454";"";"REHA-REHA x REHA-REHA 1-42";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11185";"2339";"1455";"";"LALO 154 x LALO 1-48";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11186";"2340";"1456";"";"LALO 1-54 x PUTIH 1-48";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11187";"2341";"1457";"";"PALUT x MIX";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11188";"2342";"1458";"";"MIX x PULIT";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11189";"2343";"1459";"";"TINIGUIB-6 x TINIGUIB 5";"";"UPLB";"Z. mays L. ";"IDN";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11190";"2344";"1460";"";"TINIGUIB SAN CARLOS 5";"";"";"Z. mays L. ";"PHL";"CEB";"SAN CARLOS";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11191";"2345";"1461";"";"TINIGUIB SAN CARLOS 5 x MENADO PUTIH 2-23";"";"";"Z. mays L. ";"PHL";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11192";"2346";"1462";"";"TINIGUIB x MENADO PUTIH";"";"";"Z. mays L. ";"PHL";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11193";"2347";"1463";"";"TINIGUIB-5 x IMPA-IMPA";"";"UPLB";"Z. mays L. ";"PHL";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11194";"2348";"1464";"";"LOCAL PUTIH 2-35 x MENADO PUTIH";"";"UPLB";"Z. mays L. ";"PHL";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11195";"2349";"1465";"";"PUTIH LOCAL 2-3 x IMPA 4-5";"";"UPLB";"Z. mays L. ";"PHL";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11196";"2350";"1466";"";"PUTIH LOCAL 2-35 x MIMIES 1";"";"UPLB";"Z. mays L. ";"PHL";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11197";"2351";"1467";"";"IMPA-IMPA 4-5";"";"UPLB";"Z. mays L. ";"PHL";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11198";"2352";"1468";"";"IMPA-IMPA 4-5 x MENADO PUTIH";"";"UPLB";"Z. mays L. ";"PHL";"";"";"";"";"8301";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11199";"2353";"1469";"";"CMS 13 (COMPOSTO CERRADO SETE LAGOAS)";"";"BRAZIL";"Z. mays L. ";"BRA";"";"";"";"";"8303";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11200";"2354";"1470";"";"CMS 14C (POOL ZE)";"";"BRAZIL";"Z. mays L. ";"BRA";"";"";"";"";"8303";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11201";"2355";"1471";"";"CMS 36 (SINTETICO CERRADO)";"";"BRAZIL";"Z. mays L. ";"BRA";"";"";"";"";"8303";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11202";"2356";"1472";"";"CMS 30 (COMPOSTO AMPLO)";"";"BRAZIL";"Z. mays L. ";"BRA";"";"";"";"";"8303";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11203";"2357";"1473";"";"CMS 04 (AMARILLO DENTADO)";"";"BRAZIL";"Z. mays L. ";"BRA";"";"";"";"";"8303";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11204";"2358";"1474";"83-50";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";" SAVIDUG";"";"";"8304";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11205";"2359";"1475";"83-48";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";"NAKANMUAN";"";"";"8304";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11206";"2360";"1476";"83-49";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";" SAVIDUG";"";"";"8304";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11207";"2361";"1477";"83-43";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";"";"";"";"8304";"WHT/LT PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11208";"2362";"1478";"83-62";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";"";"";"";"8304";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11209";"2363";"1479";"83-41";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";"";"";"";"8304";"WHT/LT PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11210";"2364";"1480";"83-45";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";"CHAVAGAN";"";"";"8304";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11211";"2365";"1481";"83-34";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";"";"";"";"8304";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11212";"2366";"1482";"83-40";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";"";"";"";"8304";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11213";"2367";"1483";"83-39";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";"";"";"";"8304";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11214";"2368";"1484";"83-46";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";"NAKANMUAN";"";"";"8304";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11215";"2369";"1485";"83-56";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";"";"";"";"8304";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11216";"2370";"1486";"83-52";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";"";"";"";"8304";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11217";"2371";"1487";"83-61";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";"";"";"";"8304";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11218";"2372";"1488";"83-36";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";"";"";"";"8304";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11219";"2373";"1489";"83-64";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";"";"";"";"8304";"LT YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11220";"2374";"1490";"83-54";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";"";"";"";"8304";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11221";"2375";"1491";"83-37";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";"";"";"";"8304";"WHT/PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11222";"2376";"1492";"83-53";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";"";"";"";"8304";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11223";"2377";"1493";"83-59";"";"";"";"Z. mays L. ";"PHL";"BTS, Batan Island";"IVANA";"";"";"8304";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11224";"2378";"1494";"83-35";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";"";"";"";"8304";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11225";"2379";"1495";"83-47";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";"";"";"";"8304";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11226";"2380";"1496";"83-63";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";"";"";"";"8304";"WHT/PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11227";"2381";"1497";"83-51";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";"";"";"";"8304";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11228";"2382";"1498";"83-42";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";"";"";"";"8304";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11229";"2383";"1499";"83-38";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";"";"";"";"8304";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11230";"2384";"1500";"83-58";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";"CHAVAGAN";"";"";"8304";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11231";"2385";"1501";"83-60";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";" IVANA";"";"";"8304";"WHT/PUR/YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11232";"2386";"1502";"83-35";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";"";"";"";"8304";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11233";"2387";"1503";"83-57";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";"";"";"";"8304";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11234";"2388";"1504";"83-44";"";"";"";"Z. mays L. ";"PHL";"BTS, Sabtang island";"";"";"";"8304";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11235";"2389";"1505";"";"MALAGKIT";"";"";"Z. mays L. ";"PHL";"ALB";"GUINOBATAN";"GABOS";"UPPER BINAGSACAN";"";"MIX";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11236";"2390";"1506";"RMR-83-022";"";"";"";"Z. mays L. ";"PHL";"BOH";"INABANGA";"";"";"8310";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11237";"2391";"1507";"RMR-83-028";"";"";"";"Z. mays L. ";"PHL";"BOH";"INABANGA";"";"";"8310";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11238";"2392";"1508";"RMR-83-029";"";"";"";"Z. mays L. ";"PHL";"BOH";"INABANGA";"";"";"8310";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11239";"2393";"1509";" RMR-83-030";"";"";"";"Z. mays L. ";"PHL";"BOH";"INABANGA";"ILAUD";"";"8310";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11240";"2394";"1510";"RMR-83-036";"";"";"";"Z. mays L. ";"PHL";"BOH";"INABANGA";"DAIT SUR";"";"8310";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11241";"2395";"1511";"RMR-83-037";"";"";"";"Z. mays L. ";"PHL";"BOH";"INABANGA";"DAIT SUR";"";"8310";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11242";"2396";"1512";"RMR-83-047";"";"";"";"Z. mays L. ";"PHL";"BOH";" JETAFE";"KANGMUNDO";"";"8310";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11243";"2397";"1513";"RMR-83-056";"";"";"";"Z. mays L. ";"PHL";"BOH";"JETAFE";"SAGISI";"";"8310";"WHT/LT PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11244";"2398";"1514";"RMR-83-069";"TAKURO";"";"";"Z. mays L. ";"PHL";"BOH";" UBAY";"CALANGGAMAN";"";"8310";"WHT/LT YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11245";"2399";"1515";"RMR-83-070";"(PASARAY";"";"";"Z. mays L. ";"PHL";"BOH";" UBAY";"CALANGGAMAN";"";"8310";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11247";"2401";"1517";"RMR-83-097";"PIRITUHAN";"";"";"Z. mays L. ";"PHL";"BOH";"CARMEN";"POBLACION SUR";"";"8310";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11248";"2402";"1518";"RMR-83-098";"TINIGUIB";"";"";"Z. mays L. ";"PHL";"BOH";"UBAY";"CALANGGAMAN";"";"8310";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11249";"2403";"1519";"";"GUATEMALA DMR";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8311";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11250";"2404";"1520";"";"CUPURICO x F COMP (C4)";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8311";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11251";"2405";"1521";"";"CARIPEÑO DMR (C4)";"";"IPB CORN BREED.";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"8311";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11252";"2406";"1522";"";"THAI DMR #6";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8311";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11253";"2407";"1523";"";"BSC B (R)";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8311";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11254";"2408";"1524";"";"BS 13";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8311";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11255";"2409";"1525";"";"BSS (R)";"";"IPB CORN BREED.";"Z. mays L. ";"";"";"";"";"";"8311";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11256";"2410";"1526";"";"SWEET DM COMPOSITE";"";"IPB CORN BREED.";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"8311";"SWEET/YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11257";"2411";"1527";"";"3 DE MAYO (NATIVE)";"";"IPB CORN BREED.";"Z. mays L. ";"PHL";"";"";"";"";"8311";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
