"PHL NO.";"OLD ACC. NO.";"GB NO.";"COLLECTING No.";"CULTIVAR/                VARIETY NAME/     PEDIGREE";"DIALECT";"SOURCE/ GROWER";"SCIENTIFIC NAME";"COUNT          COLL.";"PROV";"TOWN";"BARANGAY";"SITIO";"ACQ. DATE";"REMARKS";"LATITUDE";"LONGITUDE";"ALTITUDE";"COLL SOURCE";"GEN STAT";"SAM TYPE";"SAM MET";"MAT";"TOPO";"SITE";"SOIL TEX";"DRAIN";"SOIL COL";"STON"
"10188";"811";"458";"";"HONDURAS 67";"";"CIMMYT";"Z. mays L. ";"HND";"";"";"";"";"";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10189";"812";"459";"";"HONDURAS 69";"";"CIMMYT";"Z. mays L. ";"HND";"";"";"";"";"";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10190";"814";"460";"";"HONDURAS 75";"";"CIMMYT";"Z. mays L. ";"HND";"";"";"";"";"";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10191";"816";"461";"";"HONDURAS 84";"";"CIMMYT";"Z. mays L. ";"HND";"";"";"";"";"";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10192";"817";"462";"";"HONDURAS 87";"";"CIMMYT";"Z. mays L. ";"HND";"";"";"";"";"";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10193";"819";"463";"";"HONDURAS 93";"";"CIMMYT";"Z. mays L. ";"HND";"";"";"";"";"";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10194";"824";"464";"";"HONDURAS 105";"";"CIMMYT";"Z. mays L. ";"HND";"";"";"";"";"";"WHT/PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10195";"825";"465";"";"HONDURAS 111";"";"CIMMYT";"Z. mays L. ";"HND";"";"";"";"";"";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10196";"828";"466";"";"HONDURAS 125";"";"CIMMYT";"Z. mays L. ";"HND";"";"";"";"";"";"WHT/YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10197";"829";"467";"";"HONDURAS 126";"";"CIMMYT";"Z. mays L. ";"HND";"";"";"";"";"";"WHT/PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10198";"831";"468";"";"CBW1 COMPOSITE (FAO 39883)";"";"MAIZE GENETICS";"Z. mays L. ";"KEN";"";"KITALE";"MAIZE GENETICS";"";"760526";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10199";"832";"469";"";"CBW11 COMPOSITE (39884)";"";"EEA FRO";"Z. mays L. ";"KEN";"";"KITALE";"MAIZE GENETICS";"";"760526";"YLW/PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10200";"833";"470";"";"EMBU11 COMPOSITE (39885)";"";"";"Z. mays L. ";"KEN";"";"KITALE";"MAIZE GENETICS";"";"760526";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10202";"835";"472";"";"KATUMANI COMPOSITE (39887)";"";"";"Z. mays L. ";"KEN";"";"KITALE";"MAIZE GENETICS";"";"760526";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10203";"837";"473";"";"KCB(F) COMPOSITE (39889)";"";"";"Z. mays L. ";"KEN";"";"KITALE";"MAIZE GENETICS";"";"760526";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10204";"838";"474";"";"KCE(F) COMPOSITE (39890)";"";"";"Z. mays L. ";"KEN";"";"KITALE";"MAIZE GENETICS";"";"760526";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10205";"839";"475";"";"CENTRALMEX SYNTHETIC (39891)";"";"INSTITUTO DE GENETICA ";"Z. mays L. ";"BRA";"";"ST. PAUL";"";"";"760526";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10206";"840";"476";"";"D.COMPOSTO SYNTHETIC (39892)";"";"INSTITUTO DE GENETICA ";"Z. mays L. ";"BRA";"";"ST. PAUL";"";"";"760526";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10207";"841";"477";"";"ESALQ HV-1 SYNTHETIC (39893)";"";"INSTITUTO DE GENETICA ";"Z. mays L. ";"BRA";"";"ST. PAUL";"";"";"760526";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10208";"842";"478";"";"FLINT BIANCO COMPOSTO SYNTHETIC (39894)";"";"INSTITUTO DE GENETICA ";"Z. mays L. ";"BRA";"";"ST. PAUL";"";"";"760526";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10209";"843";"479";"";"DENTADO COMPOSTO BIANCO SYNTHETIC (39895)";"";"INSTITUTO DE GENETICA ";"Z. mays L. ";"BRA";"";"ST. PAUL";"";"";"760526";"WHT/PUR/   YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10210";"845";"480";"";"PEROLA PIRACICABA SYNTHETIC (39897)";"";"INSTITUTO DE GENETICA ";"Z. mays L. ";"BRA";"";"ST. PAUL";"";"";"760526";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10211";"846";"481";"";"PIRANAO SYNTHETIC (39898)";"";"INSTITUTO DE GENETICA ";"Z. mays L. ";"BRA";"";"ST. PAUL";"";"";"760526";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10212";"873";"482";"";"JARVIS PROLIFIC";"";"";"Z. mays L. ";"USA";"TN";"KNOXVILLE";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10213";"874";"483";"";"HICKORY KING (TFC)";"";"";"Z. mays L. ";"USA";"TN";"KNOXVILLE";"";"";"";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10214";"875";"484";"";"BIG WHITE";"";"";"Z. mays L. ";"USA";"TN";"KNOXVILLE";"";"";"";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10215";"876";"485";"";"NEAL PAYMASTER";"";"";"Z. mays L. ";"USA";"TN";"KNOXVILLE";"";"";"";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10216";"877";"486";"";"JELLICORSE (ORIGINAL)";"";"";"Z. mays L. ";"USA";"TN";"KNOXVILLE";"";"";"";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10217";"878";"487";"";"LOW-EAR SYNTHETIC (EARLY) (LE-10)";"";"";"Z. mays L. ";"USA";"TN";"KNOXVILLE";"";"";"";"YLW/WHT/PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10218";"879";"488";"";"LOW-EAR SYNTHETIC (LATE) (LL-10)";"";"";"Z. mays L. ";"USA";"TN";"KNOXVILLE";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10219";"880";"489";"";"T204 LOW-EAR SYNTHETIC";"";"";"Z. mays L. ";"USA";"TN";"KNOXVILLE";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10220";"881";"490";"";"T61Y SYNTHETIC";"";"";"Z. mays L. ";"USA";"TN";"KNOXVILLE";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10221";"884";"491";"";"MP SWCB-2";"";"MISSISSIPPI STATE UNI.";"Z. mays L. ";"USA";"MS";"";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10222";"897";"492";"";"SSS 111";"";"UNIVERSITY OF NEBRASKA";"Z. mays L. ";"USA";"NE";"";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10223";"898";"493";"";"NS(B) RF(2)";"";"UNIVERSITY OF NEBRASKA";"Z. mays L. ";"USA";"NE";"";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10224";"899";"494";"";"NSS(2)";"";"UNIVERSITY OF NEBRASKA";"Z. mays L. ";"USA";"NE";"";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10226";"903";"496";"";"VA CORN BELT-EXOTIC COMPOSITE";"";" VIRGINIA";"Z. mays L. ";"USA";"";"BLACKSBURG";"";"";"";"YLW/PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10227";"908";"497";"";"IA STIFF STALK SYNTHETIC #2";"";" IOWA STATE UNI.";"Z. mays L. ";"USA";"IA";"AMES";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10228";"909";"498";"";"IA CORN BORER SYNTHETIC #3";"";" IOWA STATE UNI.";"Z. mays L. ";"USA";"IA";"AMES";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10229";"914";"499";"";"IA SUPER STIFF STALK SYNTHETIC";"";" IOWA STATE UNI.";"Z. mays L. ";"USA";"IA";"AMES";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10230";"915";"500";"";"IA 2-EAR SYNTHETIC #1";"";" IOWA STATE UNI.";"Z. mays L. ";"USA";"IA";"AMES";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10231";"916";"501";"";"IA LONG-EAR SYNTHETIC";"";" IOWA STATE UNI.";"Z. mays L. ";"USA";"IA";"AMES";"";"";"";"YLW/PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10232";"917";"502";"";"IA CORN BORER SYNTHETIC #4";"";" IOWA STATE UNI.";"Z. mays L. ";"USA";"IA";"AMES";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10233";"918";"503";"";"IA CORN BORER SYNTHETIC #5";"";" IOWA STATE UNI.";"Z. mays L. ";"USA";"IA";"AMES";"";"";"";"YLW/PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10234";"919";"504";"";"IA CORN BORER SYNTHETIC #6";"";" IOWA STATE UNI.";"Z. mays L. ";"USA";"IA";"AMES";"";"";"";"YLW/PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10235";"920";"505";"";"IA CORN BORER SYNTHETIC #7";"";" IOWA STATE UNI.";"Z. mays L. ";"USA";"IA";"AMES";"";"";"";"YLW/PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10236";"921";"506";"";"IA CORN BORER SYNTHETIC #8";"";" IOWA STATE UNI.";"Z. mays L. ";"USA";"IA";"AMES";"";"";"";"YLW/PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10237";"922";"507";"";"BS7";"";" IOWA STATE UNI.";"Z. mays L. ";"USA";"IA";"AMES";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10238";"923";"508";"";"BS10 (FR) C3";"";" IOWA STATE UNI.";"Z. mays L. ";"USA";"IA";"AMES";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10239";"924";"509";"";"BS11 (FR) C3";"";" IOWA STATE UNI.";"Z. mays L. ";"USA";"IA";"AMES";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10240";"925";"510";"";"BSS (CR) C7";"";" IOWA STATE UNI.";"Z. mays L. ";"USA";"IA";"AMES";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10241";"926";"511";"";"BSCB1 (R) C7";"";" IOWA STATE UNI.";"Z. mays L. ";"USA";"IA";"AMES";"";"";"";"YLW/PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10242";"927";"512";"";"BS13 (S2) C1";"";" IOWA STATE UNI.";"Z. mays L. ";"USA";"IA";"AMES";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10243";"942";"513";"";"AR-SWCB SYNTHETIC 1";"";"ARKANSAS UNI.";"Z. mays L. ";"USA";"AR";"";"";"";"";"YLW/WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10244";"943";"514";"";"AR-LEAF FEED SYNTHETIC";"";"ARKANSAS UNI.";"Z. mays L. ";"USA";"AR";"";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10245";"944";"515";"";"AR-BORER SYNTHETIC 1";"";"ARKANSAS UNI.";"Z. mays L. ";"USA";"AR";"";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10246";"945";"516";"";"AR-MDM SYNTHETIC";"";"ARKANSAS UNI.";"Z. mays L. ";"USA";"AR";"";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10247";"947";"517";"";"SC CBT SYNTHETIC";"";"";"Z. mays L. ";"USA";"SC";"FLORENCE";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10248";"962";"518";"";"MO 403";"";"MISSOURI UNI.";"Z. mays L. ";"USA";"MO";"COLUMBIA";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10249";"966";"519";"";"MO SQA";"";"MISSOURI UNI.";"Z. mays L. ";"USA";"MO";"COLUMBIA";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10250";"967";"520";"";"MO SQ B";"";"MISSOURI UNI.";"Z. mays L. ";"USA";"MO";"COLUMBIA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10251";"985";"521";"";"STIFF STALK SYNTHETIC";"";"";"Z. mays L. ";"USA";"IL";"URBANA";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10252";"987";"522";"";"SYN BO 202";"";"";"Z. mays L. ";"USA";"IL";"URBANA";"";"";"";"DENT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10253";"988";"523";"";"RHI-POPLG 2 (M) C4";"";"";"Z. mays L. ";"USA";"IL";"URBANA";"";"";"";"SENT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10254";"989";"524";"";"ALEXHO SYNTHETIC (M) C16";"";"";"Z. mays L. ";"USA";"IL";"URBANA";"";"";"";"YLW/PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10255";"990";"525";"";"KALAKOA PVV COMP 1";"";"";"Z. mays L. ";"USA";"HI";"HONOLULU";"";"";"";"YLW/WHT/PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10256";"991";"526";"";"ABPL OG PVV COMP 16";"";"";"Z. mays L. ";"USA";"HI";"HONOLULU";"";"";"";"YLW/PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10257";"1000";"527";"";"HS 66";"";"";"Z. mays L. ";"USA";"HI";"HONOLULU";"";"";"";"SWEET";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10258";"1001";"528";"";"HS (C)";"";"";"Z. mays L. ";"USA";"HI";"HONOLULU";"";"";"";"SWEET";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10260";"1009";"530";"";"HS X COMP 8F";"";"";"Z. mays L. ";"USA";"HI";"HONOLULU";"";"";"";"SWEET";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10261";"1010";"531";"";"HS x COMP 9F";"";"";"Z. mays L. ";"USA";"HI";"HONOLULU";"";"";"";"SWEET";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10264";"1023";"534";"";"O2 SUY COMP 1A";"";"";"Z. mays L. ";"USA";"HI";"HONOLULU";"";"";"";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10265";"1025";"535";"";"O2 SU COMP 1G";"";"";"Z. mays L. ";"USA";"HI";"HONOLULU";"";"";"";"SWEET;YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10266";"1027";"536";"";"O2 SU COMP 3B";"";"";"Z. mays L. ";"USA";"HI";"HONOLULU";"";"";"";"SWEET;YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10268";"1031";"538";"";"BT1 COMP 1J";"";"";"Z. mays L. ";"USA";"HI";"HONOLULU";"";"";"";"SWEET;YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10269";"1035";"539";"";"AL WX COMP 1G";"";"";"Z. mays L. ";"USA";"HI";"HONOLULU";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10270";"1037";"540";"";"AL 2WX COMP 4C(RR)";"";"";"Z. mays L. ";"USA";"HI";"HONOLULU";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10271";"1041";"541";"";"FL2 SH2 COMP 2B";"";"";"Z. mays L. ";"USA";"HI";"HONOLULU";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10272";"1042";"542";"";"HIC 1F (-O2 COMP 1F)";"";"";"Z. mays L. ";"USA";"HI";"HONOLULU";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10273";"1043";"543";"";"HIC 3C";"";"";"Z. mays L. ";"USA";"HI";"HONOLULU";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10274";"1045";"544";"";"38-11 (74-331)";"";"";"Z. mays L. ";"USA";"HI";"HONOLULU";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10275";"1092";"545";"";"A 662";"";"MINNESOTA UNI. TWIN RIVER";"Z. mays L. ";"USA";"MN";"";"";"";"";"YLW/PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10276";"1093";"546";"";"A 665";"";"MINNESOTA UNI.TWIN RIVER";"Z. mays L. ";"USA";"MN";"";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10277";"1094";"547";"";"A 619 HT";"";"MINNESOTA UNI.TWIN RIVER";"Z. mays L. ";"USA";"MN";"";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10278";"1120";"548";"";"PH 9 DMR";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10279";"1130";"549";"";"B37 HT x B73 HT LH55";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10280";"1131";"550";"";"B73 x B79";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"WHT/YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10281";"1132";"551";"";"MO17 x B79";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW/PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10282";"1133";"552";"";"CM105 x A634 HT LH56";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW/PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10283";"1135";"553";"";"LH5-50 x LH5 MO17";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10284";"1136";"554";"";"A665 x MO17";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW/WHT/      PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10285";"1138";"555";"";"A635 HT x B73 MO17";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10286";"1149";"556";"";"C144 x O713 OH 509A";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10287";"1154";"557";"";"LH56 x H100";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10288";"1155";"558";"";"B73 x MO17 HT";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10289";"1156";"559";"";"W64A HT x B73";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10290";"1158";"560";"";"H84 X LHI D71-4";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10291";"1159";"561";"";"A632 HT x H95";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10292";"1160";"562";"";"L632 HT x LH32";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10293";"1162";"563";"";"A632 HT x H98";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10294";"1163";"564";"";"A632 HT x A634 H98";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10295";"1165";"565";"";"L632 x A619 HT";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10296";"1167";"566";"";"B73 x B14 AHT C123";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10297";"1168";"567";"";"B37 HT x B14 AHT MO17 x LH20";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW/PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10298";"1170";"568";"";"MO17 x B68";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW/PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10299";"1171";"569";"";"CB59G x MO17";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10300";"1172";"570";"";"CM105 x A634 HT LH7";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW/PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10301";"1174";"571";"";"LH5 x LH7";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10302";"1175";"572";"";"A632 HT x LH7";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10303";"1176";"573";"";"CM105 x LH7";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10304";"1177";"574";"";"B73 x  LH18";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10305";"1179";"575";"";"W64 AHT x MO17 A634";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10306";"1182";"576";"";"A619 HT x A632 14WX";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10307";"1183";"577";"";"A619 HT x A665";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10308";"1186";"578";"";"A554 HT x A654 HT CM105";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10309";"1190";"579";"";"CM105 x MO17";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10310";"1192";"580";"";"A654 x W182 E";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10311";"1193";"581";"";"W629A x CM37 CO220";"";"UPLB";"Z. mays L. ";"PHL";"LAG";"LOS BAÑOS";"";"";"";"YLW/PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10312";"1198";"582";"";"ZPDC-755";"";"";"Z. mays L. ";"UNK";"";"";"";"";"";"YLW/PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10313";"1199";"583";"";"SK-1A";"";"";"Z. mays L. ";"UNK";"";"";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10314";"1200";"584";"";"YUZPSC-700-14";"";"";"Z. mays L. ";"UNK";"";"";"";"";"";"YLW/PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10315";"1201";"585";"";"YUZPSC-700-15";"";"";"Z. mays L. ";"UNK";"";"";"";"";"";"YLW/PUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10316";"1206";"586";"";"TINIGUIB (CMU)";"";"MIN. OF AGRIC & FOOD, JPN ";"Z. mays L. ";"PHL";"BUK";"Musuan";"";"";"8104";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10317";"1208";"587";"";"B-47";"";"UPLB";"Z. mays L. ";"PHL";"";"";"";"";"8104";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10318";"1213";"588";"";"DAVAO 2";"";"MIN. OF AGRIC & FOOD, JPN ";"Z. mays L. ";"PHL";"";"";"";"";"8104";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10319";"1214";"589";"";"A 117";"";"MIN. OF AGRIC & FOOD, JPN ";"Z. mays L. ";"PHL";"";"";"";"";"8104";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10320";"1216";"590";"";"PH-9";"";"MIN. OF AGRIC & FOOD, JPN ";"Z. mays L. ";"PHL";"";"";"";"";"8104";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10321";"1251";"591";"";"VA LONG EAR SYNTHETIC";"";"";"Z. mays L. ";"USA";"";"";"";"";"";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10322";"1252";"592";"";"PR-MP-4";"";"";"Z. mays L. ";"USA";"";"";"";"";"";"YLW/WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10323";"1253";"593";"";"MP-SWCB 4";"";"";"Z. mays L. ";"USA";"";"";"";"";"";"YLW/LTPUR";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10324";"1255";"594";"";"A 624";"";"";"Z. mays L. ";"USA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10325";"1263";"595";"MM-77- 001";"BUENAVISTA 1";"";"";"Z. mays L. ";"PHL";"MAR";"BUENAVISTA";"";"";"7705";"WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10326";"1264";"596";"MM-77-002";"ODIONGAN 1";"";"";"Z. mays L. ";"PHL";"ROM";"ODIONGAN";"";"";"7705";"YLW";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10327";"1265";"597";"MM-77-003";"PUTTING MAIS";"";"";"Z. mays L. ";"PHL";"MAR";"TORRIJOS";"MALIBAGO";"";"7705";"YLW.WHT";"";"";"";"";"";"";"";"";"";"";"";"";"";""
